UDI,Type,Air.temperature,Process.temperature,Rotational.speed,Torque,Tool.wear,Machine.failure
132,1,298.8,-1.0821075494928,1.10564129511922,-1.23251998045061,0.346387488718757,0
133,2,298.7,-1.0821075494928,-0.545369624125581,0.322310298031487,0.377807279976298,0
134,2,298.7,-1.0821075494928,-0.606724759638057,0.964304735598289,0.424936966862609,0
135,1,298.8,-1.0821075494928,-0.946966874752695,1.30536428055565,0.47206665374892,0
136,2,298.8,-1.01471003401576,0.960620065726098,-1.15227067575476,0.503486445006461,0
137,3,298.7,-1.01471003401576,-0.662502155558489,0.573089375206019,0.550616131892772,0
138,1,298.7,-0.947312518538733,-1.34856412537981,1.53608103155622,0.629165610036624,0
139,3,298.8,-0.947312518538733,-0.500747707389235,0.944242409424326,0.660585401294164,0
140,1,298.8,-0.947312518538733,-1.51031857354906,1.58623684699113,0.739134879438016,0
141,1,298.8,-0.947312518538733,-0.154927852682553,-0.389902281144184,0.770554670695557,0
142,1,298.7,-1.01471003401576,0.0291375538548745,-0.480182748927016,0.801974461953097,0
143,2,298.6,-1.0821075494928,1.334328618393,-1.18236416501571,0.833394253210638,0
144,3,298.6,-1.0821075494928,-0.735012770255052,1.05458520338112,0.880523940096949,0
145,2,298.6,-1.0821075494928,-0.824256603727744,0.242060993335636,0.959073418240801,0
146,1,298.5,-1.0821075494928,-0.143772373498466,-0.640681358318716,1.00620310512711,0
147,3,298.5,-1.0821075494928,0.408423846113816,-0.389902281144184,1.03762289638465,0
148,1,298.4,-1.0821075494928,-0.13261689431438,0.0113442423350671,1.1161723745285,0
149,2,298.3,-1.14950506496979,-0.891189478832263,0.803806126206588,1.14759216578604,0
150,1,298.4,-1.14950506496979,-0.366881957180197,-0.00871808383889575,1.19472185267236,0
151,1,298.4,-1.14950506496979,-0.651346676374403,0.272154482596581,1.2261416439299,0
152,2,298.4,-1.21690258044682,-0.422659353100629,-0.239434834839465,1.25756143518744,0
153,2,298.4,-1.21690258044682,0.252247137536605,0.101624710117899,1.30469112207375,0
154,1,298.4,-1.21690258044682,1.73592586902011,-1.30273812205948,1.35182080896006,0
155,1,298.4,-1.21690258044682,-0.0601062796178176,-0.379871118057203,1.3832406002176,0
156,3,298.4,-1.21690258044682,2.50007619313004,-2.02498186432213,1.41466039147514,0
157,2,298.4,-1.28430009592381,-0.244171686155245,0.603182864466963,1.49320986961899,0
158,3,298.4,-1.21690258044682,-0.33899325921998,0.352403787292431,1.5403395565053,0
159,2,298.4,-1.21690258044682,-0.221860727787072,0.00131307924808568,1.61888903464916,0
160,1,298.4,-1.21690258044682,-0.378037436364283,0.703494495336776,1.66601872153547,0
161,1,298.4,-1.21690258044682,-1.43223021926046,2.07776383825321,1.69743851279301,1
162,1,298.3,-1.28430009592381,-0.707124072294835,1.23514613894678,1.72885830405055,1
163,1,298.3,-1.28430009592381,0.263402616720691,-0.450089259666072,-1.69589894302139,0
164,2,298.4,-1.21690258044682,-0.394770655140413,0.382497276553374,-1.66447915176385,0
165,2,298.5,-1.14950506496979,-0.550947363717624,0.362434950379412,-1.61734946487754,0
166,1,298.5,-1.0821075494928,1.08333033675105,-1.40304975292929,-1.57021977799122,0
167,3,298.4,-1.21690258044682,0.408423846113816,-0.740992989188529,-1.53879998673368,0
168,3,298.4,-1.14950506496979,-0.450548051060846,0.292216808770543,-1.46025050858983,0
169,1,298.4,-1.14950506496979,-0.589991540861927,2.23826244764491,-1.38170103044598,1
170,1,298.4,-1.14950506496979,-1.2314315939469,1.91726522886151,-1.35028123918844,0
171,2,298.4,-1.21690258044682,0.397268366929729,-0.500245075100979,-1.3188614479309,0
172,1,298.2,-1.28430009592381,-0.428237092692673,1.08467869264206,-1.27173176104459,0
173,2,298.1,-1.35169761140085,2.14867859883131,-1.92467023345232,-1.24031196978705,0
174,2,298.2,-1.35169761140085,0.291291314680908,-0.630650195231735,-1.19318228290074,0
175,1,298.2,-1.28430009592381,-1.29836446905142,1.83701592416566,-1.14605259601443,0
176,1,298.2,-1.28430009592381,-0.874456260056133,0.352403787292431,-1.11463280475688,0
177,1,298.2,-1.28430009592381,0.441890283666076,-0.530338564361922,-1.08321301349934,0
178,1,298.2,-1.21690258044682,2.50565393272208,-1.86448325493043,-1.0517932222418,0
179,1,298.2,-1.21690258044682,-0.573258322085797,1.02449171412018,-1.02037343098426,0
180,1,298.2,-1.14950506496979,-1.30951994823551,0.984367061772251,-0.988953639726722,0
181,1,298.2,-1.14950506496979,-0.35572647799611,0.994398224859233,-0.957533848469181,0
182,3,298.2,-1.14950506496979,1.59090463962699,-1.58361068849496,-0.92611405721164,0
183,2,298.1,-1.21690258044682,-1.09756584373786,0.81383728929357,-0.847564579067789,0
184,1,298.1,-1.21690258044682,-0.299949082075678,0.071531220856955,-0.800434892181478,0
185,1,298.2,-1.21690258044682,0.715199523676195,-0.941616250928155,-0.769015100923937,0
186,1,298.2,-1.21690258044682,-0.517480926165365,-0.179247856317577,-0.737595309666396,0
187,1,298.1,-1.14950506496979,-1.32625316701164,1.60629917316509,-0.706175518408856,0
188,1,298.2,-1.0821075494928,-0.891189478832263,0.312279134944506,-0.674755727151315,0
189,1,298.3,-1.01471003401576,0.374957408561556,-0.640681358318716,-0.643335935893774,0
190,2,298.3,-1.0821075494928,0.00124885589465825,0.342372624205449,-0.611916144636234,0
191,1,298.2,-1.0821075494928,-0.344570998812024,0.994398224859233,-0.564786457749923,0
192,1,298.2,-1.0821075494928,0.709621784084152,-0.540369727448904,-0.533366666492382,0
193,3,298.2,-1.0821075494928,-0.785212426583441,1.18499032351188,-0.501946875234841,0
194,3,298.2,-1.0821075494928,0.776554659188671,-0.540369727448904,-0.423397397090989,0
195,2,298.2,-1.01471003401576,6.35429425123193,-2.93781770523743,-0.344847918947138,1
196,1,298.3,-1.01471003401576,-0.478436749021062,0.292216808770543,-0.297718232060827,0
197,3,298.3,-0.947312518538733,-0.59556928045397,0.954273572511308,-0.266298440803286,0
198,2,298.4,-0.947312518538733,-0.0656840192098608,0.0915935470309171,-0.187748962659434,0
199,1,298.4,-0.87991500306174,0.274558095904778,-0.500245075100979,-0.140619275773123,0
200,1,298.4,-0.947312518538733,-0.589991540861927,0.713525658423757,-0.109199484515583,0
201,1,298.4,-0.947312518538733,0.391690627337686,-0.500245075100979,-0.0777796932580419,0
202,1,298.3,-1.01471003401576,0.202047481208215,0.121687036291861,-0.0463599020005012,0
203,2,298.4,-1.01471003401576,0.542289596322854,-0.430026933492109,-0.0149401107429605,0
204,1,298.4,-1.01471003401576,-0.272060384115461,-0.209341345578521,0.0321895761433505,0
205,1,298.4,-1.01471003401576,1.1279522534874,-0.720930663014567,0.0636093674008912,0
206,2,298.5,-0.947312518538733,-1.08641036455378,1.30536428055565,0.0950291586584319,0
207,1,298.5,-0.87991500306174,0.391690627337686,-0.470151585840035,0.142158845544743,0
208,2,298.4,-0.87991500306174,-0.656924415966446,2.07776383825321,0.173578636802284,1
209,1,298.4,-0.947312518538733,0.291291314680908,-0.329715302622297,0.220708323688595,0
210,1,298.4,-0.947312518538733,-0.344570998812024,0.402559602727337,0.252128114946135,0
211,1,298.4,-0.87991500306174,-0.0879949775780339,-0.389902281144184,0.283547906203676,0
212,1,298.5,-0.87991500306174,0.202047481208215,-0.610587869057773,0.314967697461217,0
213,3,298.4,-0.87991500306174,-1.08641036455378,1.29533311746867,0.346387488718757,0
214,1,298.4,-0.87991500306174,-0.85214530168796,0.492840070510169,0.424936966862609,0
215,2,298.3,-0.947312518538733,0.280135835496821,-0.289590650274371,0.45635675812015,0
216,1,298.3,-0.947312518538733,0.0514485122230476,0.0314065685090293,0.503486445006461,0
217,1,298.3,-0.947312518538733,-0.221860727787072,-0.169216693230596,0.534906236264002,0
218,1,298.3,-1.01471003401576,0.698466304900065,-0.841304620058342,0.566326027521542,0
219,1,298.3,-0.947312518538733,-0.511903186573321,-0.189279019404559,0.597745818779083,0
220,2,298.3,-1.01471003401576,-0.584413801269884,0.623245190640926,0.629165610036624,0
221,1,298.3,-1.01471003401576,-0.684813113926662,1.27527079129471,0.676295296922935,0
222,3,298.4,-1.01471003401576,1.60763785840312,-1.57357952540798,0.707715088180475,0
223,1,298.4,-0.947312518538733,-1.30951994823551,0.50287123359715,0.786264566324327,0
224,1,298.4,-0.947312518538733,0.168581043655956,-0.560432053622867,0.817684357581868,0
225,1,298.3,-0.947312518538733,0.252247137536605,-1.07202137105891,0.849104148839408,0
226,1,298.3,-1.01471003401576,-0.986011051896998,1.3856135852515,0.880523940096949,0
227,1,298.3,-1.0821075494928,-1.17007645843443,0.924180083250364,0.91194373135449,0
228,1,298.3,-1.01471003401576,0.00124885589465825,-0.389902281144184,0.94336352261203,0
229,2,298.3,-1.01471003401576,0.503245419178551,-0.289590650274371,0.974783313869571,0
230,1,298.3,-1.01471003401576,-0.00432888369738501,-0.781117641536454,1.02191300075588,0
231,1,298.3,-0.947312518538733,0.174158783247999,-0.520307401274942,1.05333279201342,0
232,1,298.3,-1.0821075494928,-0.729435030663008,0.312279134944506,1.08475258327096,0
233,1,298.2,-1.0821075494928,-0.640191197190316,0.763681473858664,1.1161723745285,0
234,1,298.2,-1.0821075494928,-0.14935011309051,-0.51027623818796,1.14759216578604,0
235,1,298.2,-1.0821075494928,-0.33899325921998,0.292216808770543,1.17901195704359,0
236,2,298.1,-1.14950506496979,0.787710138372757,-0.630650195231735,1.21043174830113,0
237,1,298.1,-1.14950506496979,-0.244171686155245,-0.129092040882671,1.25756143518744,0
238,2,298,-1.28430009592381,0.0737594705912206,-0.339746465709278,1.28898122644498,0
239,1,297.9,-1.28430009592381,-0.813101124543657,1.03452287720716,1.33611091333129,0
240,1,298,-1.21690258044682,0.402846106521773,-0.941616250928155,1.36753070458883,0
241,2,298,-1.28430009592381,-1.11429906251399,1.16492799733792,1.39895049584637,0
242,1,298,-1.28430009592381,1.32875087880095,-1.57357952540798,1.44608018273268,0
243,1,298,-1.21690258044682,-1.0640994061856,1.88717173960057,1.47749997399022,1
244,1,298,-1.21690258044682,-0.539791884533538,0.412590765814319,1.50891976524776,0
245,2,298,-1.21690258044682,-0.801945645359571,0.914148920163383,1.5403395565053,0
246,2,297.9,-1.28430009592381,0.492089939994465,-0.861366946232305,1.58746924339161,0
247,1,297.9,-1.28430009592381,0.257824877128648,-0.650712521405698,1.63459893027793,0
248,1,298,-1.21690258044682,-0.38919291554837,0.553027049032056,1.66601872153547,0
249,1,298,-1.14950506496979,-0.986011051896998,1.68654847786094,1.69743851279301,1
250,1,298,-1.14950506496979,-0.746168249439138,1.62636149933905,1.72885830405055,1
251,1,298,-1.14950506496979,0.687310825715979,-0.730961826101548,-1.69589894302139,0
252,2,298,-1.21690258044682,-0.405926134324499,0.262123319509599,-1.66447915176385,0
253,1,298,-1.21690258044682,0.453045762850162,-0.419995770405129,-1.61734946487754,0
254,1,298,-1.21690258044682,-1.01389974985721,0.823868452380551,-1.58592967361999,0
255,1,298,-1.21690258044682,-0.138194633906423,-0.209341345578521,-1.55450988236245,0
256,1,298,-1.21690258044682,-0.277638123707505,0.0414377315960107,-1.52309009110491,0
257,1,298.1,-1.14950506496979,-1.15892097925034,2.30848058925378,-1.49167029984737,0
258,1,298,-1.35169761140085,0.425157064889946,-1.05195904488495,-1.46025050858983,0
259,1,298.1,-1.21690258044682,-0.316682300851807,-0.209341345578521,-1.42883071733229,0
260,2,298.1,-1.21690258044682,-0.662502155558489,2.39876105703661,-1.39741092607475,1
261,2,298.2,-1.14950506496979,-0.0935727171700771,0.914148920163383,-1.35028123918844,0
262,1,298.1,-1.21690258044682,0.642688908979633,-0.791148804623436,-1.30315155230213,0
263,2,298.1,-1.21690258044682,1.10006355552718,-1.32280044823344,-1.27173176104459,0
264,2,298,-1.28430009592381,0.268980356312735,-0.771086478449474,-1.22460207415828,0
265,1,298.1,-1.21690258044682,-0.829834343319787,0.753650310771682,-1.17747238727197,0
266,1,298,-1.28430009592381,-0.472859009429019,-0.289590650274371,-1.14605259601443,0
267,3,298,-1.28430009592381,-0.550947363717624,0.372466113466394,-1.11463280475688,0
268,1,297.9,-1.35169761140085,2.31601078659261,-1.89457674419138,-1.03608332661303,0
269,3,297.9,-1.35169761140085,1.45703888941795,-1.52342370997307,-1.00466353535549,0
270,1,298,-1.35169761140085,-0.0824172379859906,-0.299621813361353,-0.92611405721164,0
271,3,298,-1.35169761140085,-0.104728196354164,-0.0388115730998393,-0.8946942659541,0
272,2,298.1,-1.28430009592381,-0.484014488613105,0.0815623839439357,-0.816144787810248,0
273,1,298.1,-1.28430009592381,-0.305526821667721,0.0414377315960107,-0.769015100923937,0
274,1,298.1,-1.35169761140085,-0.62903571800623,0.603182864466963,-0.737595309666396,0
275,1,298.1,-1.35169761140085,0.631533429795546,-1.15227067575476,-0.706175518408856,0
276,1,298,-1.35169761140085,-0.768479207807311,1.47589405303434,-0.674755727151315,0
277,2,298,-1.41909512687788,1.17815190981579,-1.34286277440741,-0.643335935893774,0
278,3,298,-1.35169761140085,-0.333415519627937,1.07464752955508,-0.596206249007463,0
279,2,298,-1.35169761140085,0.453045762850162,-1.06199020797193,-0.517656770863612,0
280,1,298,-1.28430009592381,1.56301594166677,-1.66385999319081,-0.470527083977301,0
281,2,298.1,-1.28430009592381,-0.461703530244932,0.372466113466394,-0.43910729271976,0
282,1,298.1,-1.35169761140085,0.486512200402422,-0.349777628796259,-0.391977605833449,0
283,2,298.1,-1.28430009592381,-0.829834343319787,0.984367061772251,-0.360557814575908,0
284,1,298.2,-1.21690258044682,-0.38919291554837,0.302247971857524,-0.313428127689597,0
285,1,298.2,-1.14950506496979,2.85705152702081,-2.08516884284402,-0.282008336432056,0
286,1,298.2,-1.14950506496979,0.163003304063913,-0.399933444231166,-0.250588545174516,0
287,1,298.2,-1.14950506496979,0.280135835496821,-0.680806010666642,-0.219168753916975,0
288,1,298.2,-1.14950506496979,1.48492758737816,-0.841304620058342,-0.187748962659434,0
289,3,298.2,-1.0821075494928,-0.857723041280003,0.221998667161674,-0.156329171401894,0
290,1,298.1,-1.0821075494928,-0.573258322085797,0.673401006075832,-0.0777796932580419,0
291,1,298.1,-1.0821075494928,-0.562102842901711,0.563058212119038,-0.0463599020005012,0
292,1,298,-1.14950506496979,-0.366881957180197,0.262123319509599,-0.0149401107429605,0
293,1,298.1,-1.0821075494928,-1.13661002088217,0.0213754054220485,0.0164796805145802,0
294,3,298.1,-1.01471003401576,-0.8186788641357,0.482808907423187,0.0478994717721209,0
295,2,298.1,-1.01471003401576,-0.930233655976565,1.11477218190301,0.126448949915973,0
296,2,298.1,-0.947312518538733,0.988508763686314,-0.931585087841174,0.173578636802284,0
297,1,298,-1.01471003401576,-0.801945645359571,0.623245190640926,0.220708323688595,0
298,1,298,-1.01471003401576,0.971775544910185,-1.47326789453816,0.252128114946135,0
299,3,297.9,-1.01471003401576,3.29211521520018,-2.13532465827893,0.283547906203676,0
300,2,297.8,-1.14950506496979,0.157425564471869,-0.440058096579091,0.362097384347528,0
301,1,297.8,-1.0821075494928,0.464201242034249,-0.169216693230596,0.409227071233839,0
302,1,297.7,-1.0821075494928,1.12237451389535,-1.2927069589725,0.44064686249138,0
303,3,297.8,-1.0821075494928,-0.14935011309051,-0.490213912013997,0.47206665374892,0
304,2,297.8,-1.0821075494928,-0.333415519627937,0.352403787292431,0.550616131892772,0
305,1,297.8,-1.0821075494928,1.10564129511922,-1.25258230662458,0.597745818779083,0
306,1,297.8,-1.0821075494928,3.29211521520018,-2.08516884284402,0.629165610036624,0
307,1,297.8,-1.0821075494928,-0.919078176792479,0.713525658423757,0.660585401294164,0
308,2,297.8,-1.0821075494928,0.224358439576389,-0.339746465709278,0.692005192551705,0
309,1,297.9,-1.01471003401576,-1.30394220864346,0.723556821510739,0.739134879438016,0
310,2,297.9,-1.01471003401576,-0.500747707389235,0.0815623839439357,0.770554670695557,0
311,3,298,-0.947312518538733,-0.0712617588019041,0.181874014813749,0.817684357581868,0
312,2,298,-0.947312518538733,-0.478436749021062,0.412590765814319,0.896233835725719,0
